Churn,Contract,PaymentMethod,PaperlessBilling,Charges.Monthly,Charges.Total,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies
1,one year,mailed check,no,34.7,1604.5,dsl,no,no,no,no
0,month-to-month,bank transfer (automatic),yes,66.15,2522.4,dsl,yes,no,no,no
0,month-to-month,bank transfer (automatic),no,20.2,50.6,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),no,19.9,601.55,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,60.65,196.9,dsl,no,yes,no,yes
1,month-to-month,electronic check,yes,94.85,953.45,fiber optic,no,no,no,yes
1,month-to-month,mailed check,no,85.8,85.8,fiber optic,no,no,no,yes
1,month-to-month,electronic check,yes,95.2,292.85,fiber optic,no,no,yes,yes
0,month-to-month,credit card (automatic),yes,34.8,113.95,dsl,no,no,yes,no
0,two year,credit card (automatic),no,81.25,4620.4,dsl,yes,yes,yes,no
0,month-to-month,mailed check,yes,24.6,190.1,dsl,no,no,no,no
0,month-to-month,credit card (automatic),yes,73.8,4003.85,fiber optic,no,no,no,no
0,one year,credit card (automatic),no,58.55,3503.5,dsl,no,no,no,yes
0,two year,mailed check,no,55.25,1924.1,dsl,yes,no,no,no
1,one year,electronic check,yes,102.6,4213.35,fiber optic,no,yes,yes,yes
0,month-to-month,bank transfer (automatic),yes,25.15,331.85,dsl,no,no,no,no
0,month-to-month,mailed check,no,69.2,944.65,dsl,yes,no,no,yes
0,month-to-month,mailed check,no,19.9,283.75,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,93.8,4539.35,fiber optic,yes,no,no,yes
1,month-to-month,electronic check,yes,55.4,55.4,dsl,no,no,no,yes
1,month-to-month,mailed check,yes,69.95,69.95,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),no,55.9,3848.8,dsl,yes,yes,no,no
1,month-to-month,electronic check,yes,88.8,88.8,fiber optic,no,no,yes,no
0,one year,mailed check,no,25.85,25.85,dsl,no,no,no,no
0,two year,electronic check,yes,99.65,5941.05,fiber optic,no,no,yes,yes
1,month-to-month,mailed check,no,73.75,545.15,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),no,20.4,478.75,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),no,82.3,5815.15,dsl,yes,yes,yes,no
0,month-to-month,electronic check,no,89.85,248.4,fiber optic,yes,no,yes,no
1,month-to-month,bank transfer (automatic),yes,75.9,357.75,fiber optic,no,no,no,no
0,month-to-month,mailed check,no,19.7,113.5,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,yes,50.15,2139.1,dsl,no,no,no,no
0,two year,bank transfer (automatic),yes,19.75,246.7,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),no,19.9,942.95,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),no,29.8,94.4,dsl,no,no,no,no
0,one year,mailed check,no,19.65,228.65,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,77.15,1759.4,dsl,yes,yes,yes,no
0,two year,bank transfer (automatic),no,92.0,6474.4,dsl,yes,yes,yes,yes
1,month-to-month,mailed check,no,43.95,43.95,dsl,no,no,no,no
0,month-to-month,bank transfer (automatic),yes,103.1,6595.0,fiber optic,yes,yes,no,yes
0,two year,credit card (automatic),no,25.55,1336.1,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,79.0,929.3,fiber optic,yes,no,no,no
1,two year,credit card (automatic),yes,111.6,6876.05,fiber optic,yes,yes,yes,yes
0,month-to-month,bank transfer (automatic),no,60.95,134.6,dsl,yes,no,no,no
0,month-to-month,credit card (automatic),no,20.3,20.3,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,35.45,35.45,dsl,no,no,no,yes
1,one year,electronic check,no,87.4,5918.8,fiber optic,no,no,no,no
0,month-to-month,mailed check,no,74.15,1387.0,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,94.75,1691.9,fiber optic,no,no,yes,yes
1,month-to-month,bank transfer (automatic),no,78.1,947.3,fiber optic,no,no,no,yes
1,month-to-month,bank transfer (automatic),yes,104.3,2867.75,fiber optic,yes,yes,yes,yes
0,one year,credit card (automatic),yes,100.7,6018.65,fiber optic,yes,no,no,yes
0,two year,bank transfer (automatic),yes,107.65,7082.85,fiber optic,no,yes,yes,yes
0,two year,mailed check,no,20.0,810.3,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),no,50.1,910.45,dsl,no,no,no,no
1,month-to-month,credit card (automatic),yes,49.05,91.1,dsl,no,no,no,no
1,month-to-month,mailed check,yes,86.85,156.35,fiber optic,no,no,yes,no
0,month-to-month,electronic check,yes,19.95,82.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,54.3,1296.8,dsl,yes,yes,no,no
1,one year,electronic check,no,90.95,5453.4,fiber optic,no,no,yes,no
1,month-to-month,credit card (automatic),yes,85.2,627.4,fiber optic,no,no,no,yes
0,two year,credit card (automatic),no,84.45,5899.85,dsl,yes,no,yes,yes
0,month-to-month,mailed check,yes,55.8,274.35,dsl,yes,no,no,no
0,two year,mailed check,no,20.25,2304.6436342108927,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),yes,81.25,4639.45,fiber optic,yes,no,no,no
0,two year,credit card (automatic),no,25.8,1911.5,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,24.05,1230.9,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),no,20.3,467.15,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),yes,52.15,2583.75,dsl,no,no,no,no
0,month-to-month,bank transfer (automatic),yes,79.15,4018.55,fiber optic,yes,no,no,no
0,two year,mailed check,no,25.6,485.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),no,80.55,188.1,fiber optic,yes,no,no,no
0,one year,mailed check,no,19.55,294.5,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,44.85,2572.95,dsl,no,no,yes,yes
0,two year,credit card (automatic),yes,97.75,6991.6,fiber optic,yes,yes,no,yes
0,two year,credit card (automatic),no,98.0,6218.45,fiber optic,yes,no,yes,no
0,month-to-month,mailed check,no,29.2,98.5,dsl,no,no,no,no
0,month-to-month,mailed check,yes,64.4,253.0,dsl,no,yes,yes,no
0,one year,mailed check,no,64.8,1175.6,dsl,yes,no,no,yes
1,month-to-month,electronic check,yes,85.35,489.45,fiber optic,no,no,yes,no
1,month-to-month,electronic check,yes,94.45,5124.6,fiber optic,no,yes,no,yes
1,month-to-month,electronic check,no,88.35,1222.8,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,49.15,270.8,dsl,no,yes,no,no
0,month-to-month,bank transfer (automatic),yes,93.25,6669.45,fiber optic,no,no,no,yes
0,one year,bank transfer (automatic),no,19.6,189.45,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,88.05,6425.65,dsl,yes,yes,yes,yes
0,two year,credit card (automatic),yes,24.95,1718.35,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,mailed check,no,20.1,20.1,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,90.05,4137.2,fiber optic,yes,no,no,yes
0,two year,bank transfer (automatic),yes,20.5,1198.8,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,19.25,48.35,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,96.0,174.8,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),yes,46.3,2546.85,dsl,yes,no,no,yes
0,month-to-month,credit card (automatic),yes,90.05,3097.0,fiber optic,no,no,no,yes
0,one year,bank transfer (automatic),yes,65.85,3928.3,dsl,yes,yes,no,no
0,two year,bank transfer (automatic),yes,20.05,1263.05,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,yes,100.15,5409.75,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,92.55,4779.45,fiber optic,no,yes,yes,no
1,one year,mailed check,yes,70.0,347.4,dsl,no,no,yes,yes
0,month-to-month,electronic check,yes,53.75,3196.0,dsl,yes,no,yes,yes
1,month-to-month,mailed check,yes,45.85,45.85,dsl,no,no,no,no
0,two year,credit card (automatic),no,86.45,5175.3,dsl,yes,yes,yes,yes
0,month-to-month,electronic check,no,101.15,3741.85,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),yes,104.95,6236.75,fiber optic,yes,yes,yes,yes
0,two year,bank transfer (automatic),no,20.15,930.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,yes,55.3,501.2,dsl,no,no,no,no
0,two year,credit card (automatic),no,19.7,1415.85,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,64.2,3009.5,dsl,no,yes,yes,no
0,month-to-month,electronic check,yes,109.95,3782.4,fiber optic,no,yes,yes,yes
1,month-to-month,electronic check,no,71.35,71.35,fiber optic,no,no,no,no
0,one year,credit card (automatic),yes,19.65,478.1,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,credit card (automatic),yes,100.25,100.25,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),yes,64.95,1339.8,dsl,yes,no,no,yes
0,month-to-month,electronic check,no,19.75,313.4,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),yes,51.05,3635.15,dsl,no,yes,no,yes
0,two year,bank transfer (automatic),yes,105.65,6844.5,fiber optic,yes,yes,yes,yes
1,month-to-month,electronic check,no,91.7,91.7,fiber optic,no,yes,yes,no
0,month-to-month,mailed check,no,19.95,268.4,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),no,20.25,890.35,no,no internet service,no internet service,no internet service,no internet service
1,one year,bank transfer (automatic),yes,100.6,5069.65,fiber optic,no,yes,yes,yes
0,month-to-month,electronic check,yes,80.7,239.45,fiber optic,no,no,yes,no
0,month-to-month,mailed check,yes,84.05,2909.95,fiber optic,no,no,yes,no
1,two year,bank transfer (automatic),yes,110.0,7611.85,fiber optic,no,yes,yes,yes
1,month-to-month,bank transfer (automatic),yes,84.4,4116.15,fiber optic,no,no,yes,no
0,month-to-month,electronic check,yes,20.25,61.45,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,yes,84.6,2088.05,fiber optic,no,no,yes,no
0,month-to-month,mailed check,yes,105.0,2007.25,fiber optic,yes,yes,yes,yes
0,two year,credit card (automatic),no,105.1,6631.85,fiber optic,no,no,yes,yes
1,month-to-month,bank transfer (automatic),yes,84.75,264.85,fiber optic,no,no,no,yes
0,one year,electronic check,yes,111.25,7511.65,fiber optic,yes,yes,yes,yes
0,month-to-month,electronic check,yes,75.25,576.7,fiber optic,no,no,no,no
0,two year,credit card (automatic),no,70.9,4677.1,dsl,yes,yes,no,no
0,one year,credit card (automatic),no,59.45,1507.0,dsl,no,yes,yes,no
1,month-to-month,bank transfer (automatic),yes,95.25,5427.05,fiber optic,no,no,no,yes
1,month-to-month,electronic check,no,75.25,3017.65,fiber optic,no,no,no,no
0,month-to-month,electronic check,no,54.25,2538.2,dsl,no,no,no,no
0,month-to-month,mailed check,yes,98.55,2031.95,fiber optic,no,yes,yes,yes
1,month-to-month,bank transfer (automatic),yes,70.4,1214.05,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),no,21.0,1107.2,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,25.35,2304.6436342108927,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),no,93.7,5860.7,fiber optic,yes,yes,no,yes
1,month-to-month,credit card (automatic),yes,94.45,742.95,fiber optic,no,no,yes,yes
0,two year,credit card (automatic),no,89.1,6352.4,dsl,yes,yes,yes,yes
0,month-to-month,credit card (automatic),yes,51.1,1269.6,dsl,no,yes,no,no
0,month-to-month,electronic check,no,69.35,261.65,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,83.95,2254.2,fiber optic,no,no,no,yes
0,one year,electronic check,no,89.0,5898.6,fiber optic,yes,yes,no,no
0,two year,bank transfer (automatic),no,91.55,5963.95,dsl,yes,yes,yes,yes
0,one year,bank transfer (automatic),yes,79.95,2727.3,dsl,yes,yes,yes,yes
0,two year,mailed check,yes,81.0,3533.6,dsl,yes,yes,yes,yes
0,two year,credit card (automatic),yes,99.0,7061.65,fiber optic,yes,no,yes,no
1,one year,credit card (automatic),yes,82.0,1425.45,dsl,no,yes,yes,yes
0,month-to-month,electronic check,no,70.3,132.4,dsl,no,yes,yes,yes
1,month-to-month,electronic check,yes,74.5,609.9,fiber optic,yes,no,no,no
1,month-to-month,mailed check,yes,31.0,95.05,dsl,no,yes,no,no
0,two year,electronic check,yes,20.05,264.55,no,no internet service,no internet service,no internet service,no internet service
0,one year,mailed check,no,20.1,296.15,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,110.1,7746.7,fiber optic,yes,yes,yes,yes
1,month-to-month,electronic check,yes,70.25,70.25,fiber optic,no,no,no,no
0,month-to-month,mailed check,no,20.2,20.2,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,85.55,851.75,fiber optic,no,no,no,yes
0,two year,credit card (automatic),yes,43.6,2748.7,dsl,no,no,no,yes
1,month-to-month,electronic check,no,78.45,330.05,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),no,24.05,1301.9,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,no,100.3,5244.45,fiber optic,yes,no,yes,yes
1,month-to-month,electronic check,yes,88.2,1775.8,fiber optic,no,no,yes,no
0,month-to-month,credit card (automatic),yes,45.65,747.2,dsl,no,no,no,no
0,month-to-month,credit card (automatic),yes,29.45,1459.35,dsl,no,no,no,no
0,month-to-month,credit card (automatic),no,44.7,276.5,dsl,no,no,no,no
0,two year,bank transfer (automatic),no,113.8,7845.8,fiber optic,yes,yes,yes,yes
0,two year,bank transfer (automatic),yes,116.6,8337.45,fiber optic,yes,yes,yes,yes
1,two year,bank transfer (automatic),yes,106.0,7723.7,fiber optic,no,no,yes,yes
0,two year,bank transfer (automatic),yes,79.75,4438.2,dsl,no,no,yes,yes
0,two year,electronic check,yes,86.1,4890.5,dsl,yes,no,yes,yes
0,two year,bank transfer (automatic),no,25.45,1813.35,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,84.7,5893.9,dsl,yes,yes,yes,yes
0,two year,mailed check,no,19.15,343.45,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,bank transfer (automatic),yes,95.65,3759.05,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),no,56.3,401.5,dsl,no,yes,no,no
0,two year,credit card (automatic),no,19.6,1441.65,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),yes,60.0,1682.05,dsl,no,yes,yes,yes
1,month-to-month,mailed check,yes,75.05,75.05,fiber optic,no,no,no,no
0,month-to-month,mailed check,yes,45.25,74.2,dsl,no,no,no,no
0,two year,mailed check,no,19.45,1378.45,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,69.1,2093.9,dsl,no,yes,yes,no
0,one year,credit card (automatic),no,19.6,678.8,no,no internet service,no internet service,no internet service,no internet service
